Index	First Frame	Number Frames	Frames Missing	Position X [nm]	Position Y [nm]	Precision [nm]	Number Photons	Background variance	Chi square	PSF half width [nm]	Channel	Z Slice
2790	2751	1	0	15127.4	21632.2	8.0	1185	33.33	0.68	94.4	2	1
2791	2751	1	0	20565.7	27412.4	19.0	941	67.81	0.65	124.7	2	1
2792	2753	1	0	9804.2	11280.9	21.2	848	36.35	0.61	139.4	2	1
2793	2756	1	0	18765.4	24868.6	10.2	1457	54.21	0.57	115.2	2	1
2794	2778	1	0	13142.9	15748.1	19.0	1090	55.78	0.55	140.1	2	1
2795	2781	1	0	21283.4	22486.2	17.8	948	69.32	0.58	121.4	2	1
2796	2791	1	0	7060.5	7827.7	14.0	1286	50.02	0.66	130.9	2	1
2797	2792	1	0	7313.2	11095.4	24.1	962	62.03	0.72	143.8	2	1
2798	2797	1	0	22598.6	12917.7	7.8	1420	36.81	0.57	103.0	2	1
2799	2819	1	0	14286.1	13356.4	18.6	2048	82.12	0.76	172.0	2	1
2800	2832	1	0	26674.9	9972.5	11.7	1120	40.05	0.65	113.4	2	1
2801	2833	1	0	29451.2	7852.1	7.3	3091	67.21	0.72	131.1	2	1
2802	2855	1	0	21804.9	12831.5	13.1	966	65.71	0.60	104.3	2	1
2803	2858	1	0	12258.6	17740.8	20.8	1627	99.91	0.65	159.1	2	1
2804	2859	1	0	19072.6	25272.4	9.1	1494	33.80	0.45	119.4	2	1
2805	2859	1	0	12270.7	18290.2	11.5	1461	51.04	0.55	125.2	2	1
2806	2869	1	0	12177.4	14845.6	13.2	1255	50.63	0.61	123.9	2	1
2807	2869	1	0	19462.3	18135.3	9.5	1264	37.28	0.57	109.2	2	1
2808	2869	1	0	2595.6	17877.6	23.5	976	42.18	0.55	157.1	2	1
2809	2878	1	0	7512.9	29402.2	8.7	2390	41.22	0.56	140.1	2	1
2810	2881	1	0	21576.8	16359.1	16.1	1455	61.47	0.60	145.1	2	1
2811	2882	1	0	21283.6	15994.5	10.0	4013	100.78	0.63	168.4	2	1
2812	2888	1	0	12650.0	8643.1	8.1	1972	57.41	0.76	114.5	2	1
2813	2891	1	0	12703.2	16539.0	12.3	1127	38.92	0.54	119.5	2	1
2814	2892	1	0	17117.9	30785.3	8.7	1152	39.23	0.48	99.8	2	1
2815	2901	1	0	10440.2	26352.2	12.6	1083	32.27	0.51	123.0	2	1
2816	2914	1	0	12530.8	13038.6	10.9	1241	44.44	0.66	112.0	2	1
2817	2918	1	0	20982.5	5285.3	8.5	1300	39.07	0.53	104.0	2	1
2818	2921	1	0	30971.1	9222.7	12.5	954	38.20	0.66	109.2	2	1
2819	2927	1	0	16119.3	25442.2	8.7	1174	32.42	0.52	102.2	2	1
2820	2931	1	0	6039.5	29614.6	11.3	987	51.51	0.72	99.8	2	1
2821	2935	1	0	20718.2	13901.3	7.9	1409	28.56	0.57	106.8	2	1
2822	2946	1	0	13226.8	24095.8	12.5	817	30.40	0.63	104.7	2	1
2823	2960	1	0	8444.4	26873.9	9.8	1284	39.55	0.63	109.8	2	1
2824	2969	1	0	1037.2	3276.5	11.4	2146	64.40	0.49	147.3	2	1
2825	2970	1	0	927.4	3070.8	9.8	938	25.14	0.43	104.9	2	1
2826	2982	1	0	2481.0	17841.2	12.5	1231	21.44	0.72	132.5	2	1
2827	2987	1	0	2708.6	30093.1	8.8	2877	54.71	0.62	148.2	2	1
2828	2989	1	0	2307.6	17506.3	24.4	1159	67.08	0.52	161.1	2	1
2829	2996	1	0	17512.9	30816.3	15.4	826	48.63	0.59	111.6	2	1
2830	2999	1	0	22422.4	23207.0	15.5	1007	61.10	0.67	117.0	2	1
2831	3000	1	0	23752.1	11453.2	11.2	911	29.41	0.62	104.9	2	1
2832	3005	1	0	16402.3	30533.9	18.4	1828	60.13	0.59	174.8	2	1
2833	3007	1	0	2584.3	17899.5	19.2	1010	43.62	0.51	143.4	2	1
2834	3013	1	0	687.3	23490.8	7.6	1032	26.45	0.48	92.4	2	1
2835	3024	1	0	11158.8	23232.3	16.4	808	37.39	0.52	119.9	2	1
2836	3052	1	0	20468.4	5851.0	12.1	1452	41.93	0.66	131.6	2	1
2837	3054	1	0	27443.2	18990.3	7.9	2011	36.12	0.52	124.6	2	1
2838	3055	1	0	27429.8	19138.0	14.0	1481	40.59	0.60	145.1	2	1
2839	3057	1	0	16673.4	15921.0	18.5	820	67.18	0.76	113.5	2	1
2840	3059	1	0	17862.7	5743.9	8.2	1445	40.62	0.68	104.6	2	1
2841	3062	1	0	21529.3	26693.6	15.4	947	37.74	0.56	124.9	2	1
2842	3063	1	0	9384.6	25960.5	10.1	920	31.64	0.51	99.8	2	1
2843	3070	1	0	19516.2	24009.5	13.2	827	45.81	0.55	103.5	2	1
2844	3089	1	0	27830.4	22797.3	9.6	1260	46.20	0.53	106.7	2	1
2845	3100	1	0	29052.8	13683.9	12.3	996	32.83	0.52	114.8	2	1
2846	3105	1	0	7442.1	5585.3	9.7	2172	50.09	0.83	134.6	2	1
2847	3106	1	0	20621.6	15735.7	11.3	1240	40.35	0.60	118.0	2	1
2848	3113	1	0	22243.4	20055.7	7.0	1788	47.84	0.67	102.9	2	1
2849	3120	1	0	3980.6	29616.7	16.1	1376	36.23	0.60	153.5	2	1
2850	3127	1	0	11538.7	12789.1	18.1	953	43.67	0.60	132.4	2	1
2851	3131	1	0	21654.1	25332.4	19.7	1196	105.85	0.76	130.9	2	1
2852	3147	1	0	16299.1	19939.1	12.6	855	51.41	0.59	100.0	2	1
2853	3148	1	0	16278.5	19793.3	8.4	3064	72.56	1.24	132.6	2	1
2854	3148	1	0	28165.0	13898.0	14.0	1419	85.82	0.86	122.1	2	1
2855	3148	1	0	28111.9	14462.9	13.3	1077	77.74	0.79	105.3	2	1
2856	3151	1	0	16966.2	12292.6	10.6	1621	47.44	0.59	126.1	2	1
2857	3151	1	0	24486.5	8706.9	10.4	1522	54.06	0.57	119.1	2	1
2858	3152	1	0	3344.5	17654.2	11.9	1152	40.55	0.60	117.0	2	1
2859	3160	1	0	14859.5	19523.4	10.9	1340	57.77	0.59	113.5	2	1
2860	3178	1	0	2477.7	14151.4	17.4	1413	51.40	0.71	153.0	2	1
2861	3179	1	0	29407.6	15611.6	17.3	952	56.37	0.55	124.3	2	1
2862	3180	1	0	14723.2	15597.4	18.4	1794	65.37	0.63	169.5	2	1
2863	3186	1	0	17736.0	7004.4	10.5	859	34.40	0.49	98.0	2	1
2864	3190	1	0	5112.6	29344.4	12.5	2274	150.05	1.00	130.8	2	1
2865	3199	1	0	4549.2	5952.6	10.5	1815	91.86	1.28	113.2	2	1
2866	3202	1	0	14580.2	30928.5	13.2	1230	34.34	0.47	134.2	2	1
2867	3203	1	0	14497.0	30826.3	12.1	990	41.96	0.48	111.0	2	1
2868	3203	1	0	2645.9	10112.8	10.4	1044	33.18	0.46	109.2	2	1
2869	3205	1	0	2460.0	17816.8	12.2	1455	54.69	0.63	126.8	2	1
2870	3217	1	0	16141.8	22389.5	13.0	1056	40.90	0.60	117.7	2	1
2871	3225	1	0	28422.9	9418.4	10.2	1120	32.94	0.62	108.2	2	1
2872	3239	1	0	26308.6	21412.5	13.4	828	39.28	0.62	105.9	2	1
2873	3246	1	0	2486.5	17818.5	9.8	2542	70.29	0.56	143.3	2	1
2874	3251	1	0	31163.3	24507.1	12.1	1424	54.10	0.67	124.5	2	1
2875	3252	1	0	30925.3	24787.5	8.6	1676	33.94	0.54	121.0	2	1
2876	3253	1	0	29319.2	16965.4	11.2	1162	45.88	0.56	111.7	2	1
2877	3256	1	0	10273.6	13494.1	13.4	1186	35.11	0.53	130.3	2	1
2878	3262	1	0	19411.1	24220.5	11.9	1228	51.82	0.66	115.1	2	1
2879	3264	1	0	2530.0	17955.5	11.5	887	33.92	0.49	105.2	2	1
2880	3271	1	0	1715.9	15461.4	13.5	856	37.71	0.49	112.0	2	1
2881	3277	1	0	5609.2	22206.6	11.7	1456	45.05	0.55	129.0	2	1
2882	3278	1	0	5666.5	22441.9	18.0	1780	82.95	0.79	158.1	2	1
2883	3279	1	0	5501.7	22397.5	10.5	1943	33.08	0.58	146.2	2	1
2884	3280	1	0	5759.6	21809.2	27.8	1254	86.74	0.74	166.8	2	1
2885	3283	1	0	16534.3	15013.1	8.0	1523	42.84	0.64	104.7	2	1
2886	3287	1	0	31383.6	10062.2	12.5	855	30.77	0.46	110.4	2	1
2887	3292	1	0	12558.8	13342.4	21.7	1244	83.51	0.60	147.9	2	1
2888	3296	1	0	12311.7	10610.7	20.0	833	36.55	0.48	137.1	2	1
2889	3327	1	0	24074.4	4062.6	8.9	3225	104.68	0.76	140.1	2	1
2890	3328	1	0	24292.7	4204.3	14.6	828	28.26	0.50	119.7	2	1
2891	3329	1	0	30237.0	20412.3	10.3	973	38.12	0.59	99.9	2	1
2892	3342	1	0	612.1	31194.5	12.6	973	38.50	0.69	111.0	2	1
2893	3353	1	0	30664.7	7364.0	24.8	1731	74.34	0.59	188.6	2	1
2894	3364	1	0	19906.8	7775.3	23.9	1287	55.11	0.78	169.1	2	1
2895	3364	1	0	10194.1	20753.4	12.8	1143	49.15	0.73	115.5	2	1
2896	3372	1	0	930.2	12826.9	10.4	942	39.08	0.58	99.2	2	1
2897	3374	1	0	24030.3	6452.7	9.3	1485	31.25	0.59	119.3	2	1
2898	3385	1	0	12858.0	17316.3	17.1	837	39.54	0.54	123.4	2	1
2899	3385	1	0	2506.8	17773.1	12.8	1122	28.57	0.61	127.0	2	1
2900	3391	1	0	7289.2	16417.3	10.8	925	26.00	0.50	107.3	2	1
2901	3398	1	0	2444.2	17874.9	29.3	1400	100.89	0.80	174.3	2	1
2902	3401	1	0	23454.7	24730.8	9.4	1683	43.27	0.67	120.8	2	1
2903	81	2	0	12467.4	13515.9	11.8	4034	169.45	0.96	110.0	2	1
2904	82	3	0	1675.4	467.5	8.0	5294	70.31	1.04	121.3	2	1
2905	83	2	0	2390.0	2587.6	30.7	4021	45.44	0.85	122.7	2	1
2906	84	3	14	20996.5	298.0	8.6	1730	36.30	0.55	104.9	2	1
2907	84	6	2	25933.9	19002.8	7.1	3659	58.65	0.71	104.5	2	1
2908	84	2	11	7180.1	14818.4	8.8	1209	48.65	0.63	92.3	2	1
2909	84	2	0	4841.2	1704.5	8.3	3530	64.88	0.70	144.9	2	1
2910	85	2	0	11973.9	14164.5	22.4	2653	222.33	1.14	116.2	2	1
2911	88	3	2	31199.5	18161.8	9.9	1761	35.50	0.61	96.5	2	1
2912	89	2	0	11393.1	12587.6	27.7	912	157.51	0.96	146.1	2	1
2913	91	2	0	1634.7	779.4	23.4	2809	35.18	0.67	108.9	2	1
2914	91	2	0	1627.9	14008.7	9.4	1214	51.65	0.64	101.3	2	1
2915	91	1	5	11720.0	13170.8	25.8	1545	243.26	1.05	164.9	2	1
2916	93	3	0	2618.4	2732.5	34.1	5820	35.03	0.68	106.9	2	1
2917	95	5	5	422.4	8675.8	8.7	2194	32.59	0.57	91.4	2	1
2918	95	2	0	14655.6	24728.2	12.5	1718	40.82	0.54	109.6	2	1
2919	96	2	0	577.8	229.9	14.0	1728	29.96	0.56	103.0	2	1
2920	96	5	2	18241.3	7757.1	8.9	2883	42.50	0.62	96.5	2	1
2921	98	5	4	11715.4	13164.3	14.0	3955	113.41	0.90	118.6	2	1
2922	101	2	0	16434.9	12502.4	8.3	3271	84.15	0.89	106.7	2	1
2923	102	2	0	20913.4	14320.0	11.4	1301	53.70	0.63	98.6	2	1
2924	103	6	9	20999.9	306.8	7.4	3856	30.30	0.57	109.9	2	1
2925	104	5	6	11138.8	14243.5	14.5	2559	99.27	1.00	99.6	2	1
2926	107	2	0	2455.4	3165.3	25.1	4033	55.39	0.64	119.5	2	1
2927	109	3	0	8735.4	17210.0	8.1	1982	46.71	0.65	87.9	2	1
2928	111	3	0	4462.4	22972.8	8.9	1627	33.73	0.56	105.2	2	1
2929	115	2	1	14236.5	10207.9	7.2	3298	72.50	0.71	125.0	2	1
2930	115	2	0	11245.6	14816.8	18.2	2540	127.55	1.04	138.2	2	1
2931	118	2	8	11653.2	13102.6	16.8	1774	94.79	0.94	118.5	2	1
2932	119	2	0	12168.7	13077.4	12.3	1511	84.69	0.92	94.3	2	1
2933	122	2	0	29622.6	14563.1	17.5	2299	76.35	0.94	150.8	2	1
2934	123	2	8	21823.1	10127.6	13.3	1133	41.18	0.47	101.3	2	1
2935	127	2	0	22727.7	7602.3	9.3	1505	41.09	0.52	98.5	2	1
2936	127	2	1	13950.5	12382.4	10.0	1120	82.19	0.86	95.8	2	1
2937	128	2	0	17272.4	25375.2	7.5	1949	41.18	0.69	118.0	2	1
2938	131	3	12	20997.4	309.7	7.5	1702	25.86	0.62	99.7	2	1
2939	139	3	11	11676.9	13137.6	23.9	1978	71.77	0.75	112.3	2	1
2940	141	3	0	12757.8	13058.5	12.3	1564	94.61	0.83	104.7	2	1
2941	141	2	0	12244.2	9546.2	9.7	864	40.35	0.64	94.1	2	1
2942	147	2	0	22838.0	7145.6	9.1	1185	38.77	0.60	103.5	2	1
2943	147	2	7	30442.5	14856.5	19.5	2158	95.53	0.92	174.5	2	1
2944	149	2	0	9334.3	18280.8	26.5	2091	53.08	0.64	116.0	2	1
2945	151	2	17	21822.8	10113.3	9.2	1264	40.00	0.61	101.3	2	1
2946	153	2	1	9875.5	17829.6	20.4	2415	47.01	0.60	125.2	2	1
2947	154	2	1	9895.9	18026.4	28.4	2109	54.28	0.81	114.3	2	1
2948	157	3	2	18258.6	7763.7	10.7	1303	30.95	0.53	96.7	2	1
2949	158	3	11	14901.8	11831.3	11.8	2030	54.11	0.64	116.1	2	1
2950	159	3	0	9163.8	18234.0	22.9	3612	54.60	0.73	110.3	2	1
2951	167	2	3	11649.8	13193.7	15.4	1529	64.95	0.65	131.5	2	1
2952	168	2	0	31514.0	13849.1	17.3	1086	32.39	0.57	101.1	2	1
2953	174	7	17	14892.3	11822.9	7.4	5039	56.59	0.73	118.7	2	1
2954	178	3	11	21794.0	10130.9	11.3	2040	35.39	0.64	111.6	2	1
2955	188	2	0	18231.4	7744.6	21.3	1068	39.24	0.58	100.8	2	1
2956	200	2	1	14917.3	11818.6	11.9	1578	37.25	0.69	113.9	2	1
2957	203	3	13	11641.9	13128.8	24.9	1637	83.22	0.88	121.0	2	1
2958	214	3	0	24856.3	24563.2	15.9	2822	33.14	0.59	116.2	2	1
2959	216	3	3	14897.2	11811.6	11.5	1570	42.38	0.61	105.1	2	1
2960	216	7	4	18235.7	7754.4	7.2	3535	28.59	0.57	99.2	2	1
2961	223	2	2	11227.7	14198.9	16.0	1752	77.34	0.69	102.7	2	1
2962	236	2	8	2606.0	17938.2	10.6	4015	53.77	0.62	166.4	2	1
2963	238	2	1	12423.8	24485.3	10.9	819	27.39	0.43	95.5	2	1
2964	243	5	19	14893.2	11817.2	10.5	2447	36.50	0.73	107.5	2	1
2965	248	2	8	13266.7	12892.5	12.3	1173	47.67	0.73	116.9	2	1
2966	249	2	0	29043.9	16213.1	30.5	4544	58.51	0.72	119.6	2	1
2967	253	2	0	10933.5	14017.5	11.5	1384	71.33	0.70	105.0	2	1
2968	259	2	5	9741.9	19099.4	12.3	870	44.30	0.77	96.6	2	1
2969	260	2	0	22956.9	24754.6	11.6	1060	36.70	0.50	97.0	2	1
2970	275	3	6	9743.9	19110.9	13.8	1275	55.01	0.68	106.5	2	1
2971	278	2	0	27363.1	20126.4	16.0	5790	40.05	0.79	108.7	2	1
2972	278	3	8	11665.5	13108.0	19.4	3433	55.52	0.85	119.5	2	1
2973	298	2	0	31733.5	13693.0	13.9	1118	46.13	0.76	99.0	2	1
2974	303	4	1	14905.6	11779.5	9.8	2336	36.88	0.60	100.9	2	1
2975	325	3	5	14912.2	11845.0	12.9	1291	36.79	0.56	105.5	2	1
2976	326	2	0	16710.4	29861.4	9.3	1887	31.55	0.56	104.9	2	1
2977	332	2	0	12299.7	14908.7	20.1	1191	39.30	0.72	118.6	2	1
2978	351	2	2	14910.4	11842.5	13.4	934	30.84	0.48	100.3	2	1
2979	368	2	0	14411.7	18139.3	9.5	1285	48.02	0.73	105.8	2	1
2980	376	2	0	20578.3	11508.7	9.1	2502	35.26	0.64	120.8	2	1
2981	379	2	0	12343.2	14570.7	20.4	1515	44.27	0.68	110.9	2	1
2982	382	2	0	14863.1	11834.2	15.7	869	41.30	0.62	119.3	2	1
2983	388	7	11	4419.5	25655.4	8.1	4220	38.88	0.68	95.8	2	1
2984	392	2	0	27460.1	12700.9	13.4	1857	67.30	0.61	107.5	2	1
2985	397	2	0	23227.3	24856.0	30.5	2113	41.01	0.59	109.5	2	1
2986	397	5	2	28519.3	9425.6	21.8	5584	46.22	0.70	122.6	2	1
2987	398	2	0	3616.2	4929.1	13.9	4224	34.75	0.72	113.9	2	1
2988	403	3	0	27158.8	12626.5	22.3	2058	59.90	0.80	99.3	2	1
2989	405	2	0	19215.7	15176.5	7.7	2754	67.95	0.69	121.2	2	1
2990	406	3	12	9252.2	17982.9	12.0	1896	50.94	0.63	107.6	2	1
2991	406	2	0	27272.6	12602.5	17.2	1261	49.51	0.76	104.8	2	1
2992	408	3	0	27152.2	12754.1	9.8	5436	82.15	0.77	107.7	2	1
2993	410	2	0	22573.4	15786.0	8.3	1474	49.70	0.60	109.0	2	1
2994	414	2	0	16194.7	26063.2	13.5	1184	28.33	0.54	115.8	2	1
2995	416	2	4	14884.3	11827.8	21.9	3251	84.84	0.75	153.1	2	1
2996	422	2	0	13678.7	17021.1	10.4	1381	44.74	0.55	105.7	2	1
2997	429	3	0	5450.2	20958.0	13.7	981	27.45	0.60	92.4	2	1
2998	433	2	0	16216.1	9903.4	7.8	2163	58.00	0.61	109.7	2	1
2999	438	2	1	19526.6	18000.8	20.4	2568	87.43	0.95	163.6	2	1
3000	445	2	0	2593.7	18023.0	25.8	5644	116.95	1.09	170.3	2	1
3001	451	2	1	29875.5	10512.6	7.0	1772	60.01	0.85	98.4	2	1
3002	451	2	1	26672.2	10365.8	8.7	4865	98.20	1.00	161.2	2	1
3003	456	2	0	22376.5	22060.6	10.7	3387	45.34	0.64	142.9	2	1
3004	459	3	0	4705.8	31001.5	19.5	4231	39.32	0.63	100.6	2	1
3005	464	3	0	29100.3	14074.7	14.8	1868	52.75	0.68	111.1	2	1
3006	466	2	0	15996.2	29383.6	22.4	4829	33.34	0.63	125.5	2	1
3007	471	2	0	20337.3	17557.4	7.8	2499	25.19	0.60	100.7	2	1
3008	472	2	1	13607.5	13270.9	27.4	2946	108.86	0.94	119.7	2	1
3009	480	2	1	26834.7	15769.8	7.1	1668	38.51	0.74	105.0	2	1
3010	480	5	10	11674.9	21669.5	10.1	1794	38.88	0.59	89.9	2	1
3011	509	2	0	25197.9	11414.6	15.3	1931	65.97	0.82	115.5	2	1
3012	519	4	7	16765.5	15391.1	8.0	3198	50.04	0.61	125.4	2	1
3013	522	3	2	11665.9	21676.4	9.3	1346	33.33	0.60	102.1	2	1
3014	526	2	0	12319.8	13690.5	14.2	1992	109.77	0.97	138.7	2	1
3015	528	3	0	8163.6	18310.9	7.5	3422	36.95	0.76	112.4	2	1
3016	528	5	7	14879.8	11807.3	11.4	2661	54.13	0.66	110.1	2	1
3017	529	3	1	26816.0	15769.5	10.2	2367	41.02	0.61	111.2	2	1
3018	529	3	7	22391.2	15146.4	7.4	3349	33.77	0.61	114.1	2	1
3019	530	3	0	12433.3	13438.8	11.3	2018	72.22	0.79	101.4	2	1
3020	532	2	0	25917.5	5498.4	8.8	1230	33.78	0.62	108.5	2	1
3021	552	3	0	27933.2	28404.0	7.1	2532	41.25	0.59	111.2	2	1
3022	562	2	0	15265.5	14538.9	12.6	1807	49.57	0.62	110.7	2	1
3023	563	2	0	21929.8	22785.3	7.0	1559	44.65	0.72	96.8	2	1
3024	564	2	0	9513.5	2660.6	10.7	5504	34.91	0.70	101.4	2	1
3025	587	2	0	13692.6	8484.8	10.7	1102	39.79	0.47	101.0	2	1
3026	592	2	1	12540.7	19367.5	10.4	2633	34.51	0.66	113.7	2	1
3027	602	2	0	12949.0	19991.6	23.5	1611	47.90	0.65	97.7	2	1
3028	606	2	0	10367.9	6256.8	10.4	3786	46.52	0.71	162.4	2	1
3029	613	2	0	2517.2	17957.6	13.6	3132	93.68	0.68	166.7	2	1
3030	618	2	0	14894.0	11811.6	12.0	1046	31.00	0.60	106.2	2	1
3031	622	2	0	12539.7	13425.3	11.6	1910	59.47	0.78	133.5	2	1
3032	633	2	0	13880.8	7861.6	7.6	1554	59.41	0.68	104.9	2	1
3033	634	3	0	16848.0	6617.7	11.6	1472	39.66	0.67	103.1	2	1
3034	635	2	0	10609.4	7883.1	7.1	1472	35.04	0.63	103.0	2	1
3035	646	2	0	18225.5	12532.3	32.7	3982	39.31	0.64	110.7	2	1
3036	649	2	0	4776.3	20423.7	20.6	2492	38.76	0.59	110.7	2	1
3037	651	3	0	9610.5	11578.7	7.1	4219	45.95	0.81	124.1	2	1
3038	651	3	3	9305.1	6990.9	10.0	1441	30.78	0.56	99.1	2	1
3039	652	2	0	23910.1	18975.6	15.3	1886	44.36	0.66	122.7	2	1
3040	668	2	0	9992.3	16046.1	14.5	2669	51.09	0.66	120.4	2	1
3041	668	2	0	11509.9	22452.3	11.3	1316	50.37	0.66	108.5	2	1
3042	675	2	0	2140.8	1242.0	8.9	1356	28.37	0.55	108.2	2	1
3043	679	2	0	16615.5	11374.4	13.3	1530	53.50	0.65	113.9	2	1
3044	689	2	1	6746.9	16975.5	8.2	2200	40.15	0.66	113.1	2	1
3045	689	2	0	8343.2	13549.1	15.6	2161	37.80	0.54	109.5	2	1
3046	690	2	0	12070.3	13879.5	16.1	1529	64.13	0.87	114.7	2	1
3047	703	3	8	2600.4	17897.3	14.1	4140	54.96	0.73	156.8	2	1
3048	706	2	0	5975.9	19602.1	8.2	1326	37.80	0.61	101.3	2	1
3049	710	2	0	19145.1	11445.9	22.5	3127	61.47	0.80	116.0	2	1
3050	712	2	0	20570.5	23269.4	12.3	4772	65.62	0.78	102.6	2	1
3051	715	2	0	12006.1	13769.6	13.9	1416	44.75	0.60	108.1	2	1
3052	722	2	0	11105.0	7419.1	11.6	1434	47.20	0.59	104.3	2	1
3053	728	3	4	12462.7	13427.8	11.4	1318	39.45	0.55	101.6	2	1
3054	729	2	0	15058.6	14917.3	16.1	2982	65.27	0.71	105.2	2	1
3055	777	2	0	11601.1	14548.4	21.4	1774	47.08	0.62	100.6	2	1
3056	781	2	1	2617.0	17895.3	14.4	2578	51.77	0.55	150.5	2	1
3057	802	1	6	2627.9	17922.8	14.2	1266	42.51	0.48	165.7	2	1
3058	808	2	0	18594.0	25327.5	22.5	3679	43.50	0.62	111.0	2	1
3059	810	3	0	2611.9	17918.1	7.4	4003	40.21	0.48	144.9	2	1
3060	820	2	0	10294.3	23010.4	10.3	1557	47.91	0.77	98.1	2	1
3061	822	4	7	2597.7	17955.0	12.9	5290	61.35	0.71	155.3	2	1
3062	839	2	1	30274.7	10135.7	17.7	1377	44.45	0.57	116.7	2	1
3063	848	4	12	19597.6	1506.3	7.6	2034	30.43	0.47	103.7	2	1
3064	883	3	6	2573.3	17934.6	12.2	5025	74.94	0.76	174.6	2	1
3065	884	2	7	19600.2	1506.5	10.3	1182	36.90	0.45	108.9	2	1
3066	893	3	9	4338.4	2558.7	11.3	2468	23.84	0.56	108.7	2	1
3067	897	3	1	3010.6	3872.4	9.2	1873	22.29	0.47	106.6	2	1
3068	899	2	0	3997.5	3694.2	7.2	3934	32.37	0.72	110.5	2	1
3069	901	2	0	26621.4	11071.1	8.2	1506	38.18	0.61	110.9	2	1
3070	904	2	0	1078.2	8267.6	8.0	1867	41.75	0.62	93.5	2	1
3071	911	2	1	13209.4	9155.9	14.5	1102	42.72	0.59	112.8	2	1
3072	924	3	0	26915.7	31159.7	7.6	2053	43.22	0.67	96.4	2	1
3073	931	2	0	1610.9	341.6	8.1	1152	18.78	0.58	104.7	2	1
3074	934	2	0	11554.8	10753.3	10.3	1472	49.59	0.68	113.3	2	1
3075	939	4	9	2593.0	17965.2	10.2	5137	58.79	0.68	150.3	2	1
3076	948	2	0	21785.8	5975.4	8.5	2910	30.08	0.75	108.4	2	1
3077	964	4	4	2586.8	17919.7	18.8	5100	49.73	0.60	150.7	2	1
3078	980	2	0	30786.5	16780.3	12.8	1563	55.83	0.67	108.8	2	1
3079	985	2	0	22744.1	14815.3	7.1	1923	44.28	0.65	105.2	2	1
3080	993	2	0	20296.6	28091.3	16.0	3303	52.05	0.64	128.2	2	1
3081	1001	2	1	26297.9	28907.5	12.6	1792	38.77	0.63	108.7	2	1
3082	1019	2	0	9276.2	28058.0	11.9	1541	35.31	0.58	108.3	2	1
3083	1028	3	0	12533.2	21026.3	10.3	1865	43.30	0.78	109.0	2	1
3084	1029	2	1	27587.2	19247.6	12.1	1139	27.66	0.49	104.4	2	1
3085	1034	6	4	17048.5	29751.7	18.9	4017	32.05	0.65	117.6	2	1
3086	1058	3	0	24401.9	13578.3	12.4	5576	59.79	0.85	109.9	2	1
3087	1058	5	4	2585.0	17915.3	14.5	5657	34.80	0.67	135.8	2	1
3088	1062	2	0	21160.7	5851.2	12.2	1066	41.44	0.51	101.6	2	1
3089	1065	3	0	17869.0	22221.9	24.7	2433	40.50	0.57	102.4	2	1
3090	1106	2	0	20338.8	27258.8	8.8	5371	55.54	0.74	114.5	2	1
3091	1112	3	2	10730.0	18027.4	13.2	5147	51.33	0.75	123.4	2	1
3092	1113	2	0	10537.1	17991.5	27.3	3618	40.32	0.60	117.0	2	1
3093	1119	2	0	17387.2	24582.1	8.4	1037	32.16	0.50	99.7	2	1
3094	1132	2	1	24759.8	8764.2	12.5	1422	37.75	0.62	110.9	2	1
3095	1132	3	0	14886.8	11748.7	12.5	1772	35.72	0.56	102.8	2	1
3096	1139	2	0	16290.3	14125.0	9.3	1080	35.82	0.55	90.9	2	1
3097	1144	3	4	14886.3	11800.2	10.7	1596	49.55	0.60	101.3	2	1
3098	1176	2	0	6936.0	19883.2	17.5	4783	186.91	1.58	166.1	2	1
3099	1201	2	0	11763.9	11880.0	12.4	1067	37.31	0.66	111.7	2	1
3100	1202	2	1	30424.9	15291.1	22.0	1230	54.40	0.73	120.4	2	1
3101	1218	3	3	9877.3	18546.4	12.2	3124	38.49	0.71	127.0	2	1
3102	1222	2	0	17319.9	6869.7	7.6	3595	54.28	0.59	131.6	2	1
3103	1229	2	3	2676.0	17882.1	27.2	2539	41.30	0.69	137.6	2	1
3104	1230	2	0	11675.4	13660.6	16.2	1017	70.58	0.72	99.2	2	1
3105	1231	2	0	29059.7	13152.8	8.2	4414	53.01	0.73	114.7	2	1
3106	1241	3	0	9178.0	6818.5	13.3	2470	33.49	0.48	110.7	2	1
3107	1244	2	2	2569.6	17908.9	30.1	2992	59.64	0.69	162.1	2	1
3108	1247	2	0	1912.9	6048.5	22.0	4776	97.65	0.63	189.9	2	1
3109	1253	2	8	11787.1	26277.0	11.9	2843	33.50	0.63	135.9	2	1
3110	1261	3	0	15764.3	12633.2	9.2	2001	47.51	0.74	109.0	2	1
3111	1264	3	3	2572.8	17876.6	26.1	4209	56.73	0.59	146.6	2	1
3112	1292	3	4	22547.2	29407.9	10.3	1234	45.28	0.58	94.5	2	1
3113	1311	2	0	17177.4	8810.3	7.6	2387	23.78	0.53	110.0	2	1
3114	1323	2	0	7529.5	18301.6	9.6	2351	33.90	1.06	107.6	2	1
3115	1325	3	0	13940.6	18927.5	10.0	2877	34.00	0.59	115.8	2	1
3116	1343	3	0	440.5	10255.6	7.7	3578	35.50	0.57	111.6	2	1
3117	1375	3	3	23621.5	18694.3	8.0	2508	43.47	0.67	106.7	2	1
3118	1405	2	0	7864.0	13955.5	8.1	1999	40.78	0.70	101.2	2	1
