Frame	pos_x/um	pos_y/um	precision/nm	PSF/nm
331.0	24.0013	23.733	16.6	115.2
333.0	30.4591	12.2288	19.0	115.2
337.0	4.1086	28.395	11.3	131.1
340.0	13.3583	9.2889	17.9	175.2
345.0	30.4617	12.241700000000002	29.7	154.3
346.0	6.347899999999999	25.837	9.0	138.5
347.0	6.4381	25.9038	11.0	125.3
354.0	10.8508	12.0441	22.3	110.2
355.0	14.9511	11.824	12.8	129.4
358.0	28.8935	15.3249	14.6	137.0
364.0	28.797400000000003	13.755799999999999	14.5	143.3
365.0	30.423299999999998	12.202200000000001	10.1	110.8
366.0	30.4674	12.2147	21.5	108.8
371.0	9.4517	20.973	14.1	159.0
380.0	18.4046	18.7302	21.2	116.5
380.0	11.062100000000001	21.351599999999998	12.6	101.3
380.0	26.9249	20.3948	14.3	114.1
381.0	22.8702	22.6116	17.1	111.4
382.0	7.1135	26.8261	11.1	136.5
382.0	17.309900000000003	8.21	9.7	137.8
383.0	2.8977	16.227700000000002	11.5	126.0
383.0	28.419400000000003	15.5471	10.7	136.9
383.0	28.840400000000002	13.7243	11.0	123.7
384.0	16.9972	8.3798	17.2	123.5
384.0	7.0968	24.7195	8.1	120.3
386.0	18.099	19.08	13.7	119.6
387.0	2.7823	17.9417	15.8	124.5
388.0	0.49939999999999996	23.7826	13.3	125.2
389.0	23.8042	14.0776	12.8	136.1
389.0	22.686700000000002	22.767599999999998	19.6	141.8
389.0	0.6426000000000001	23.8012	9.2	142.3
391.0	19.0988	4.5875	15.2	128.1
391.0	22.665599999999998	11.0038	13.0	153.9
391.0	13.0241	9.5372	10.5	136.4
392.0	19.0996	4.5505	10.1	124.1
393.0	25.195700000000002	16.643	15.7	166.2
393.0	11.2201	11.8442	13.5	130.7
394.0	7.6605	27.9406	8.1	136.6
395.0	10.8569	8.9556	13.3	129.7
396.0	18.3376	18.739	15.3	137.9
397.0	13.306799999999999	12.4874	21.3	112.2
397.0	13.5544	6.5087	15.3	142.2
397.0	19.841	7.4253	13.8	116.9
398.0	6.7729	16.7231	19.5	170.3
398.0	10.579	14.693299999999999	12.0	122.1
398.0	28.6051	9.3666	13.3	121.0
398.0	20.8685	5.361800000000001	9.2	130.9
398.0	13.1441	12.3467	10.4	136.9
399.0	25.2264	16.4799	14.4	172.1
399.0	24.7028	8.649700000000001	20.2	114.2
399.0	10.5885	14.6748	17.1	128.8
400.0	25.22	16.5047	12.4	162.8
400.0	10.5815	14.7113	12.7	110.0
401.0	11.2494	14.6396	16.3	119.7
401.0	20.57	22.2636	15.7	108.9
402.0	13.249799999999999	12.908	11.0	112.9
402.0	20.593400000000003	22.1687	14.0	126.0
402.0	9.6433	30.157799999999998	9.9	129.8
403.0	21.674799999999998	14.148100000000001	14.0	167.2
403.0	20.8429	22.4346	15.9	169.7
403.0	13.5876	9.399899999999999	12.8	148.9
403.0	17.0609	12.6443	11.8	123.1
404.0	2.7799	12.4755	19.7	88.7
404.0	8.101	24.0527	13.7	130.1
404.0	13.017	14.709299999999999	10.8	131.8
406.0	13.1255	26.8215	13.7	161.7
407.0	31.0685	16.4806	13.0	141.0
407.0	23.9749	7.4234	11.9	123.0
408.0	12.9694	9.5286	13.6	141.2
408.0	6.4493	15.4294	11.0	148.8
408.0	20.8368	11.655100000000001	8.1	123.6
409.0	6.9751	11.3324	13.8	134.8
409.0	23.7596	7.1019	7.2	123.0
410.0	22.6256	22.5292	19.9	154.8
410.0	12.4045	14.8903	14.4	117.8
410.0	23.658	6.9403999999999995	7.0	127.7
413.0	13.1688	9.4645	18.6	184.0
413.0	10.191	19.7851	13.1	131.6
413.0	18.1303	26.538700000000002	14.2	123.8
413.0	11.4867	13.9865	14.0	119.9
414.0	28.8586	13.1121	22.1	126.5
414.0	30.5443	10.2162	7.1	120.5
415.0	6.9176	31.5661	22.6	121.6
417.0	7.7295	17.6301	12.1	137.8
417.0	11.584200000000001	30.4275	13.2	110.1
417.0	23.663400000000003	14.7134	7.5	128.2
417.0	11.469700000000001	14.0654	12.2	140.5
419.0	18.2527	26.9775	20.1	129.0
419.0	8.0592	24.153	11.1	126.8
419.0	18.297	11.8045	13.7	134.0
419.0	7.4064	7.1853	17.7	116.4
419.0	7.0232	31.68	19.0	145.3
420.0	18.3612	11.7775	18.3	95.9
420.0	17.0308	28.4584	12.7	123.8
421.0	29.0218	14.329	15.4	115.5
421.0	22.7733	22.917099999999998	16.5	127.3
421.0	9.944	31.7392	10.4	135.0
421.0	18.016	26.7108	12.8	110.0
421.0	17.5671	27.469900000000003	9.1	130.3
422.0	25.125700000000002	11.476	23.3	125.3
422.0	22.6591	22.6625	15.7	158.6
422.0	10.5488	14.239	8.9	143.5
423.0	17.5179	25.556900000000002	21.4	173.0
423.0	13.5431	4.2968	21.1	125.6
423.0	22.9374	22.609599999999997	16.0	160.8
424.0	2.7331999999999996	17.955599999999997	14.6	160.1
424.0	20.985799999999998	6.838100000000001	11.4	126.0
424.0	13.7975	12.791	16.5	155.0
425.0	20.8555	6.931100000000001	9.6	124.9
426.0	13.0769	16.8682	16.6	128.7
426.0	22.3921	22.6675	16.8	130.6
426.0	27.7677	14.5822	11.4	113.8
427.0	12.3561	13.3977	18.3	145.6
427.0	12.0082	14.593399999999999	8.7	139.3
428.0	17.4712	13.364799999999999	16.1	136.2
428.0	12.0347	14.572700000000001	14.0	162.1
429.0	13.4361	9.3101	13.4	152.4
429.0	22.7119	22.964	12.8	149.3
429.0	10.3669	11.8734	15.5	126.2
429.0	3.6688	9.0721	10.2	122.9
430.0	22.7975	22.892400000000002	16.9	149.5
430.0	14.0504	7.317	13.7	171.4
431.0	4.3988000000000005	10.479299999999999	13.3	140.5
432.0	6.8647	16.795900000000003	19.3	135.3
432.0	19.921599999999998	1.8276	15.1	113.7
433.0	10.5517	11.578299999999999	15.0	135.7
433.0	19.9004	1.8075	10.8	118.2
434.0	19.8885	1.8224	12.6	116.7
435.0	19.9325	7.2121	16.3	109.1
435.0	24.0317	22.3228	11.7	133.5
435.0	19.0412	24.650599999999997	8.8	140.3
436.0	11.5737	13.405899999999999	12.8	127.0
436.0	20.535	26.0652	10.1	131.6
436.0	4.3872	26.7417	10.0	130.1
437.0	20.2275	26.921	14.5	150.6
438.0	31.0046	16.765099999999997	17.5	131.5
439.0	17.385099999999998	5.6094	8.5	127.0
440.0	9.289200000000001	28.283900000000003	15.6	121.7
440.0	17.3869	5.6813	11.6	130.8
440.0	22.5879	11.624799999999999	7.9	114.8
441.0	15.0428	20.7195	22.5	109.6
441.0	20.084400000000002	23.151	15.6	104.6
441.0	22.5493	26.5942	19.3	160.1
442.0	22.6033	11.652299999999999	10.7	127.4
443.0	19.4513	6.4082	9.3	144.5
443.0	10.6646	18.3246	8.7	145.6
443.0	25.2618	16.4769	9.0	134.7
444.0	6.8491	16.784599999999998	13.9	138.0
446.0	11.8712	13.3046	7.4	123.4
446.0	11.0456	12.9809	7.9	122.4
448.0	17.9941	19.3503	16.7	156.0
448.0	0.7877000000000001	22.9265	11.9	157.2
448.0	10.5677	18.3247	13.1	153.3
449.0	4.2295	14.7249	12.5	121.9
449.0	0.5316000000000001	22.972900000000003	7.9	146.6
450.0	4.1629	14.8939	16.3	127.0
450.0	26.3169	15.2554	12.6	137.6
450.0	27.214	20.9898	14.0	144.2
452.0	0.9645	22.0905	16.9	170.4
452.0	0.602	14.5788	12.8	118.8
452.0	22.428900000000002	6.7606	12.1	132.1
452.0	18.469	8.376	14.3	127.2
452.0	11.491	14.0091	9.7	127.1
453.0	12.1647	14.9709	22.9	133.3
453.0	13.484399999999999	13.552299999999999	15.9	117.9
453.0	10.2214	19.6576	12.8	135.2
455.0	13.0855	9.5138	21.6	164.1
455.0	7.553	14.2348	10.4	143.3
456.0	11.9796	13.4715	16.6	113.8
456.0	12.640600000000001	9.8091	14.9	126.3
456.0	20.259700000000002	29.2318	15.5	137.6
457.0	4.7975	16.2005	10.1	141.6
457.0	16.2242	29.0409	11.8	119.0
457.0	7.8546000000000005	13.4024	12.2	122.4
458.0	7.872	13.410200000000001	10.6	129.2
458.0	7.985	14.405100000000001	9.1	130.0
459.0	12.5897	9.8725	11.5	148.1
459.0	25.1094	16.5446	10.4	153.8
459.0	8.069	13.5133	11.6	129.6
461.0	17.0054	31.509400000000003	19.0	131.1
461.0	30.860400000000002	16.765900000000002	18.9	143.2
461.0	13.36	9.254100000000001	13.1	171.5
462.0	6.6442	23.023799999999998	13.9	155.6
464.0	18.2762	16.119799999999998	16.0	104.5
464.0	22.4808	17.8406	8.3	121.6
464.0	22.7287	11.129700000000001	7.7	123.7
465.0	0.6392	21.4064	21.5	122.5
465.0	24.116400000000002	7.0988	13.2	118.0
465.0	22.717599999999997	12.5033	8.8	151.0
466.0	2.4311	17.8764	13.7	138.1
468.0	22.5556	22.1418	16.4	123.2
468.0	11.5598	14.7205	16.2	161.0
468.0	16.6051	18.0538	12.5	130.1
469.0	12.8929	15.4711	17.5	149.0
470.0	21.172	22.593799999999998	14.5	138.3
471.0	21.548599999999997	27.464299999999998	15.6	132.9
472.0	6.5931999999999995	11.555399999999999	17.5	120.0
474.0	26.0887	14.8304	14.9	116.1
474.0	23.943	7.9888	12.1	124.2
475.0	23.9438	7.8694	18.0	130.5
477.0	24.688599999999997	9.5044	12.1	127.7
478.0	24.723	9.5565	16.3	140.3
479.0	7.149	16.2777	23.4	104.9
479.0	4.2865	11.364	25.1	106.3
479.0	23.403599999999997	25.188299999999998	16.3	104.2
479.0	17.668599999999998	26.2291	14.0	113.3
480.0	7.9837	28.4711	13.7	127.5
480.0	19.5454	27.0002	15.3	119.4
480.0	20.4607	11.6205	13.0	123.5
480.0	30.9649	16.631700000000002	8.5	140.4
481.0	30.9153	16.641599999999997	13.3	131.9
481.0	2.7531	18.0389	11.0	117.8
482.0	13.6165	24.7108	16.0	144.4
482.0	20.2593	14.9468	7.3	119.9
483.0	23.5314	24.7228	15.7	134.0
483.0	12.004299999999999	13.7931	13.9	137.7
483.0	17.3418	4.464	12.2	161.9
483.0	13.8406	24.864900000000002	13.4	122.6
488.0	17.790599999999998	29.1872	13.2	120.2
489.0	26.295900000000003	10.5138	8.1	125.1
489.0	11.7874	13.905700000000001	8.1	111.0
490.0	6.6306	11.5472	8.6	113.8
490.0	26.307599999999997	10.5767	9.1	136.0
491.0	13.4542	9.1004	13.2	160.7
491.0	6.620100000000001	11.5323	11.3	128.2
492.0	15.7144	20.274099999999997	18.9	102.9
492.0	13.0645	25.703799999999998	18.7	113.2
492.0	11.3454	25.3719	10.5	136.2
493.0	12.0025	12.79	18.3	144.9
494.0	16.2973	22.377200000000002	15.6	145.3
496.0	30.9437	16.431	14.8	152.2
496.0	1.8128	30.7323	12.5	144.1
498.0	2.2698	18.125700000000002	20.5	183.7
498.0	0.8754	20.956400000000002	16.9	101.7
499.0	21.583	22.9325	20.3	111.7
500.0	23.2271	20.2153	25.3	104.4
500.0	22.799799999999998	5.8498	13.8	126.1
500.0	2.8775	18.8925	10.9	144.6
500.0	12.0342	12.809299999999999	10.5	118.9
501.0	7.2281	16.733700000000002	14.0	158.0
501.0	12.0191	12.7463	20.2	140.8
502.0	23.4988	6.573300000000001	15.4	118.3
502.0	22.805	22.5445	19.1	165.1
502.0	14.366700000000002	10.6372	21.1	130.6
502.0	27.2745	16.9835	11.2	121.7
503.0	22.634	22.8236	21.2	141.4
503.0	14.5658	10.5846	13.5	140.0
504.0	12.2768	8.1358	12.1	128.6
506.0	12.1264	8.3717	14.8	155.1
506.0	6.1559	30.970599999999997	12.0	134.5
507.0	17.768	29.063299999999998	7.8	120.5
508.0	15.625	11.2211	16.9	142.6
508.0	12.2434	8.3565	12.8	140.1
508.0	22.7186	22.6139	18.5	164.6
508.0	0.5505	21.0105	14.2	132.3
508.0	7.148	15.4951	11.0	120.6
508.0	11.65	11.914299999999999	9.5	133.6
510.0	22.6674	22.6877	16.6	170.4
510.0	8.6765	12.123899999999999	8.6	119.3
513.0	18.2121	24.4309	18.0	121.7
515.0	16.687099999999997	2.9059	13.2	135.5
515.0	7.417800000000001	10.314200000000001	11.1	118.9
515.0	22.561400000000003	22.9117	8.1	125.3
517.0	10.3929	7.807	16.7	137.6
519.0	6.9713	31.686	18.2	123.1
519.0	10.1878	23.723599999999998	10.1	122.7
520.0	21.871	2.2019	16.4	146.8
520.0	11.2989	27.552799999999998	12.1	140.4
520.0	29.468799999999998	16.4015	10.7	134.5
521.0	11.281600000000001	27.5448	18.1	141.8
522.0	21.133599999999998	28.1784	14.8	121.1
522.0	21.328	25.458	8.4	119.1
524.0	17.379	9.081	14.2	119.8
526.0	14.175600000000001	21.316599999999998	19.2	142.7
527.0	2.2437	19.316	8.6	130.0
528.0	9.0923	20.7536	20.9	143.5
529.0	6.879	17.0942	10.1	139.1
529.0	22.541400000000003	23.220599999999997	8.1	117.1
531.0	22.623900000000003	22.516	12.9	147.0
531.0	13.3985	9.594	9.5	151.0
532.0	2.2571999999999997	16.954099999999997	14.2	134.1
532.0	1.5588	19.821900000000003	13.4	121.8
533.0	2.8435	29.8953	16.9	178.8
533.0	22.7773	22.724400000000003	15.0	146.4
533.0	13.504299999999999	21.510900000000003	11.1	119.5
534.0	11.8125	11.911100000000001	13.5	136.7
537.0	3.8781	2.8886	17.0	137.0
538.0	10.6305	9.241200000000001	14.7	168.6
538.0	18.5503	12.1923	9.5	118.6
542.0	19.4722	23.5431	14.1	140.5
542.0	5.325	29.3822	10.3	131.4
542.0	10.3758	21.6791	11.9	152.3
543.0	31.3274	14.3903	15.4	130.1
543.0	13.7452	12.6938	13.6	146.3
543.0	5.3286999999999995	29.3502	11.5	142.7
546.0	9.7086	22.685599999999997	11.1	123.7
546.0	12.059	14.028799999999999	11.1	146.2
546.0	12.782200000000001	19.7568	11.2	109.9
546.0	22.5957	22.9552	20.3	136.9
546.0	12.9118	21.4518	18.1	113.5
547.0	6.0653999999999995	31.188	13.8	136.9
547.0	5.7096	22.472099999999998	16.7	161.5
549.0	14.2486	10.258	19.0	143.9
550.0	13.258	8.8602	13.7	132.8
550.0	14.2611	10.244299999999999	13.2	141.7
550.0	11.2973	14.7207	10.7	142.3
551.0	12.269	14.2988	10.1	128.1
551.0	14.9136	28.680799999999998	9.8	135.7
552.0	11.543299999999999	9.0275	12.5	175.3
553.0	19.5797	27.4385	17.9	119.1
553.0	13.5326	9.146	16.3	155.0
553.0	21.7924	23.631400000000003	11.7	128.1
553.0	14.2723	10.267100000000001	12.1	131.0
554.0	7.6136	11.4562	13.9	131.8
556.0	9.018799999999999	14.1422	12.2	123.8
557.0	13.3728	11.1789	21.2	124.6
558.0	11.9807	13.1336	16.9	134.6
558.0	22.5351	22.765	12.4	118.3
559.0	10.899	7.8151	12.1	119.5
560.0	22.6865	22.6207	14.6	140.7
560.0	6.39	22.2219	15.6	126.1
561.0	6.4102	22.2096	14.1	132.4
561.0	20.051	25.6597	10.1	132.2
562.0	6.260800000000001	22.3246	16.0	110.9
562.0	20.157400000000003	25.825400000000002	11.3	158.0
562.0	13.2791	23.3828	11.9	123.8
563.0	13.065299999999999	15.6509	15.1	140.5
563.0	20.2003	25.845299999999998	10.8	124.5
566.0	6.8527	28.421799999999998	14.2	122.4
567.0	6.8465	28.335099999999997	16.8	148.3
567.0	6.974	19.4434	12.4	148.2
568.0	2.8683	14.622399999999999	8.9	119.0
568.0	11.7591	13.207600000000001	13.8	118.4
568.0	7.047899999999999	19.5627	11.4	136.9
568.0	22.7497	22.621599999999997	11.7	143.8
569.0	10.6165	10.1314	17.6	148.4
569.0	22.6775	22.6285	17.5	146.1
569.0	20.4591	4.8499	11.8	113.7
570.0	22.4322	22.669700000000002	14.6	139.0
571.0	11.668299999999999	16.1874	18.5	116.7
571.0	18.640700000000002	26.257099999999998	16.3	178.5
571.0	2.3899	24.0207	14.3	133.8
573.0	12.2409	13.666799999999999	16.3	112.4
574.0	13.6141	11.8011	17.7	141.0
574.0	12.2187	13.669799999999999	14.4	105.4
575.0	22.455599999999997	22.8044	15.1	136.0
578.0	15.921700000000001	10.4363	18.4	168.2
578.0	0.3563	20.8972	14.2	163.4
578.0	22.756	23.0308	13.1	131.8
578.0	13.398200000000001	13.8524	14.3	179.7
578.0	9.78	16.8883	11.8	113.1
579.0	0.5498999999999999	21.1747	12.9	144.6
580.0	12.8348	13.255600000000001	8.7	121.1
581.0	12.8139	13.1928	15.5	141.9
581.0	12.0332	23.6675	17.0	107.3
581.0	12.4977	14.257200000000001	15.3	117.8
581.0	12.768600000000001	15.8568	17.0	143.9
581.0	20.6662	24.5729	9.0	123.2
585.0	0.406	21.1051	14.5	167.8
586.0	7.4327	11.3105	15.8	129.7
586.0	14.1633	13.7542	14.6	132.0
586.0	4.4307	10.5031	9.8	111.6
587.0	14.1646	13.7114	9.3	141.7
588.0	1.9889000000000001	22.1915	10.2	154.9
588.0	12.7904	11.7289	14.1	128.4
589.0	26.1629	12.6774	9.8	121.8
590.0	11.9078	9.341700000000001	12.8	106.1
592.0	11.207600000000001	21.4327	13.0	134.1
593.0	9.254	4.0347	14.6	161.2
593.0	22.6352	22.7278	11.9	126.4
594.0	12.4274	14.748700000000001	18.4	147.1
595.0	19.3375	27.0731	9.2	134.9
595.0	6.8463	31.657400000000003	10.2	139.6
596.0	19.2833	27.166400000000003	29.1	169.4
596.0	6.7933	31.609299999999998	8.3	132.4
597.0	12.5718	9.9679	20.6	118.3
598.0	11.6588	12.2334	17.5	149.0
598.0	25.3782	16.4939	22.1	174.1
598.0	13.3924	9.3524	11.7	143.4
599.0	22.5308	23.0895	20.9	101.5
599.0	8.1696	19.5932	10.8	118.5
600.0	3.991	26.176299999999998	16.2	141.7
600.0	20.5815	28.7931	11.4	106.4
600.0	0.4696	21.2502	12.0	144.6
601.0	11.383899999999999	12.1555	11.9	141.4
601.0	24.0774	7.3212	11.5	145.6
602.0	0.7208	20.737	14.1	166.0
602.0	25.5458	20.388099999999998	11.1	125.8
603.0	9.125	22.162	22.2	108.4
603.0	20.6038	28.743299999999998	10.3	115.1
604.0	0.5622999999999999	21.2576	16.5	142.8
605.0	24.620099999999997	15.2291	20.3	132.0
606.0	3.9701999999999997	29.6572	12.5	139.2
606.0	0.7958	20.759700000000002	13.6	154.6
606.0	20.3337	27.2833	8.4	132.2
607.0	7.107600000000001	3.6104000000000003	12.8	144.5
607.0	11.687899999999999	13.2724	10.0	127.6
608.0	28.295	16.1253	10.0	128.8
609.0	13.5686	9.0737	16.6	176.1
609.0	19.129	6.8797	11.6	134.1
610.0	12.0795	16.4273	22.7	101.5
610.0	22.860799999999998	26.4998	20.1	122.0
610.0	12.891	2.9686999999999997	15.3	182.5
610.0	22.8361	22.9883	12.4	123.1
610.0	13.5027	12.860299999999999	10.0	121.1
611.0	13.5933	9.3436	13.9	157.0
611.0	17.9176	26.9872	12.1	126.9
611.0	14.0853	15.9094	9.0	110.6
612.0	21.7826	26.5485	21.1	108.7
612.0	17.3699	9.0891	12.2	113.1
613.0	17.388900000000003	9.083	11.0	159.0
615.0	25.376099999999997	16.4987	13.2	183.5
617.0	13.5148	26.6822	11.6	122.2
618.0	6.8007	16.832	18.1	140.4
618.0	25.404700000000002	16.4589	14.9	134.3
619.0	25.3855	16.465799999999998	12.6	143.0
619.0	17.1384	4.3568999999999996	12.5	121.2
620.0	22.85	22.716900000000003	11.9	132.0
620.0	20.886200000000002	22.795900000000003	7.3	117.2
621.0	11.52	14.0686	10.9	133.6
621.0	11.179799999999998	13.4906	7.1	127.8
622.0	14.6045	13.690700000000001	14.7	162.8
624.0	13.7812	9.4543	21.8	130.2
624.0	21.3541	14.0734	12.5	131.2
624.0	23.610799999999998	15.130600000000001	9.6	131.7
625.0	20.01	24.8373	14.0	134.7
625.0	22.967	22.9405	11.9	153.2
626.0	16.990299999999998	8.6857	18.2	111.6
627.0	17.0825	8.6479	16.3	112.9
628.0	23.1542	9.558399999999999	15.5	135.1
630.0	2.7091	26.470200000000002	12.1	161.2
630.0	16.6794	9.366700000000002	8.6	129.3
631.0	7.3677	22.4042	15.0	133.0
632.0	8.987	29.6252	11.6	133.5
632.0	7.1363	22.5728	9.7	133.4
634.0	22.6816	22.686	10.9	140.9
635.0	21.0702	15.388	19.8	138.6
637.0	10.203700000000001	21.9953	15.4	151.8
638.0	10.9847	14.7594	16.9	128.3
639.0	12.0867	11.4121	14.4	158.0
640.0	18.863	26.009400000000003	17.7	163.6
640.0	9.185799999999999	4.1002	19.3	179.0
640.0	7.9905	16.1348	7.7	112.9
643.0	27.6019	17.554299999999998	12.3	112.8
644.0	13.8944	26.5351	15.8	116.9
